,Unnamed: 0,Unnamed: 0.1,text,term,polarity,polarity_id,label,question,answer
3762,1449,,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Photoshop,negative,2,0,what is the sentiment of Photoshop,The sentiment is negative
3763,1450,,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,positive,0,0,what is the sentiment of Safari,The sentiment is positive
3764,1451,,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,negative,2,0,what is the sentiment of Safari,The sentiment is negative
3765,1452,,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,positive,0,0,what is the sentiment of Firefox,The sentiment is positive
3766,1453,,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,negative,2,0,what is the sentiment of Firefox,The sentiment is negative
3767,1454,,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,positive,0,0,what is the sentiment of MSN Messenger,The sentiment is positive
3768,1455,,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,negative,2,0,what is the sentiment of MSN Messenger,The sentiment is negative
3769,1456,,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,positive,0,0,what is the sentiment of warrenty,The sentiment is positive
3770,1457,,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,neutral,1,0,what is the sentiment of warrenty,The sentiment is neutral
3771,1458,,Ive had to call tech support many times.,tech support,positive,0,0,what is the sentiment of tech support,The sentiment is positive
3772,1459,,Ive had to call tech support many times.,tech support,negative,2,0,what is the sentiment of tech support,The sentiment is negative
3773,1460,,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,neutral,1,0,what is the sentiment of Apple applications,The sentiment is neutral
3774,1461,,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,negative,2,0,what is the sentiment of Apple applications,The sentiment is negative
3775,1462,,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto,neutral,1,0,what is the sentiment of iPhoto,The sentiment is neutral
3776,1463,,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto,negative,2,0,what is the sentiment of iPhoto,The sentiment is negative
3777,1464,,Not to mention it has shit gigs.,gigs,positive,0,0,what is the sentiment of gigs,The sentiment is positive
3778,1465,,Not to mention it has shit gigs.,gigs,neutral,1,0,what is the sentiment of gigs,The sentiment is neutral
3779,1466,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,positive,0,0,what is the sentiment of memory,The sentiment is positive
3780,1467,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,negative,2,0,what is the sentiment of memory,The sentiment is negative
3781,1468,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,positive,0,0,what is the sentiment of 17-inch screen,The sentiment is positive
3782,1469,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,negative,2,0,what is the sentiment of 17-inch screen,The sentiment is negative
3783,1470,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,neutral,1,0,what is the sentiment of DVD,The sentiment is neutral
3784,1471,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,negative,2,0,what is the sentiment of DVD,The sentiment is negative
3785,1472,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,neutral,1,0,what is the sentiment of CD burners,The sentiment is neutral
3786,1473,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,negative,2,0,what is the sentiment of CD burners,The sentiment is negative
3787,1474,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,neutral,1,0,what is the sentiment of web browsing,The sentiment is neutral
3788,1475,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,negative,2,0,what is the sentiment of web browsing,The sentiment is negative
3789,1476,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,neutral,1,0,what is the sentiment of uploading photos,The sentiment is neutral
3790,1477,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,negative,2,0,what is the sentiment of uploading photos,The sentiment is negative
3791,1478,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,neutral,1,0,what is the sentiment of watching movies,The sentiment is neutral
3792,1479,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,negative,2,0,what is the sentiment of watching movies,The sentiment is negative
3793,1480,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,neutral,1,0,what is the sentiment of creating presentations,The sentiment is neutral
3794,1481,,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,negative,2,0,what is the sentiment of creating presentations,The sentiment is negative
3795,1482,,"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,neutral,1,0,what is the sentiment of Quality Display,The sentiment is neutral
3796,1483,,"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,negative,2,0,what is the sentiment of Quality Display,The sentiment is negative
3797,1484,,"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,neutral,1,0,what is the sentiment of 12 cell battery,The sentiment is neutral
3798,1485,,"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,negative,2,0,what is the sentiment of 12 cell battery,The sentiment is negative
3799,1486,,The case is carved out of a single block of aluminum.,case,positive,0,0,what is the sentiment of case,The sentiment is positive
3800,1487,,The case is carved out of a single block of aluminum.,case,negative,2,0,what is the sentiment of case,The sentiment is negative
3801,1488,,     First it burned or fused the power adapter plug.,power adapter plug,positive,0,0,what is the sentiment of power adapter plug,The sentiment is positive
3802,1489,,     First it burned or fused the power adapter plug.,power adapter plug,neutral,1,0,what is the sentiment of power adapter plug,The sentiment is neutral
3803,1490,,"the features are great, the only thing it needs is better speakers.",features,neutral,1,0,what is the sentiment of features,The sentiment is neutral
3804,1491,,"the features are great, the only thing it needs is better speakers.",features,negative,2,0,what is the sentiment of features,The sentiment is negative
3805,1492,,"the features are great, the only thing it needs is better speakers.",speakers,positive,0,0,what is the sentiment of speakers,The sentiment is positive
3806,1493,,"the features are great, the only thing it needs is better speakers.",speakers,neutral,1,0,what is the sentiment of speakers,The sentiment is neutral
3807,1494,,"It was still working, but there was nothing on the screen.",screen,positive,0,0,what is the sentiment of screen,The sentiment is positive
3808,1495,,"It was still working, but there was nothing on the screen.",screen,neutral,1,0,what is the sentiment of screen,The sentiment is neutral
3809,1496,,I bought this laptop and found its TAB is not functioning.,TAB,positive,0,0,what is the sentiment of TAB,The sentiment is positive
3810,1497,,I bought this laptop and found its TAB is not functioning.,TAB,neutral,1,0,what is the sentiment of TAB,The sentiment is neutral
3811,1498,,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,positive,0,0,what is the sentiment of extended warrenty,The sentiment is positive
3812,1499,,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,neutral,1,0,what is the sentiment of extended warrenty,The sentiment is neutral
3813,1500,,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,positive,0,0,what is the sentiment of TFT panel,The sentiment is positive
3814,1501,,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,neutral,1,0,what is the sentiment of TFT panel,The sentiment is neutral
3815,1502,,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,neutral,1,0,what is the sentiment of Navigation,The sentiment is neutral
3816,1503,,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,negative,2,0,what is the sentiment of Navigation,The sentiment is negative
3817,1504,,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Windows operating systems,positive,0,0,what is the sentiment of Windows operating systems,The sentiment is positive
3818,1505,,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Windows operating systems,neutral,1,0,what is the sentiment of Windows operating systems,The sentiment is neutral
3819,1506,,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,positive,0,0,what is the sentiment of screen,The sentiment is positive
3820,1507,,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,neutral,1,0,what is the sentiment of screen,The sentiment is neutral
3821,1508,,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,positive,0,0,what is the sentiment of screen size,The sentiment is positive
3822,1509,,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,neutral,1,0,what is the sentiment of screen size,The sentiment is neutral
3823,1510,,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,positive,0,0,what is the sentiment of bulk,The sentiment is positive
3824,1511,,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,neutral,1,0,what is the sentiment of bulk,The sentiment is neutral
3825,1512,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",music software,positive,0,0,what is the sentiment of music software,The sentiment is positive
3826,1513,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",music software,neutral,1,0,what is the sentiment of music software,The sentiment is neutral
3827,1514,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,neutral,1,0,what is the sentiment of software,The sentiment is neutral
3828,1515,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,negative,2,0,what is the sentiment of software,The sentiment is negative
3829,1516,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",picture,positive,0,0,what is the sentiment of picture,The sentiment is positive
3830,1517,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",picture,neutral,1,0,what is the sentiment of picture,The sentiment is neutral
3831,1518,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",video,positive,0,0,what is the sentiment of video,The sentiment is positive
3832,1519,,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",video,neutral,1,0,what is the sentiment of video,The sentiment is neutral
3833,1520,,The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,positive,0,0,what is the sentiment of combined touch pad and clicker,The sentiment is positive
3834,1521,,The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,neutral,1,0,what is the sentiment of combined touch pad and clicker,The sentiment is neutral
3835,1522,,"The Unibody construction is solid, sleek and beautiful.",Unibody construction,neutral,1,0,what is the sentiment of Unibody construction,The sentiment is neutral
3836,1523,,"The Unibody construction is solid, sleek and beautiful.",Unibody construction,negative,2,0,what is the sentiment of Unibody construction,The sentiment is negative
3837,1524,,This MacBook is an outstanding product with great value.,value,neutral,1,0,what is the sentiment of value,The sentiment is neutral
3838,1525,,This MacBook is an outstanding product with great value.,value,negative,2,0,what is the sentiment of value,The sentiment is negative
3839,1526,,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,positive,0,0,what is the sentiment of Windows,The sentiment is positive
3840,1527,,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,neutral,1,0,what is the sentiment of Windows,The sentiment is neutral
3841,1528,,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,positive,0,0,what is the sentiment of screen hinges,The sentiment is positive
3842,1529,,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,neutral,1,0,what is the sentiment of screen hinges,The sentiment is neutral
3843,1530,,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY,positive,0,0,what is the sentiment of BATTERY,The sentiment is positive
3844,1531,,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY,neutral,1,0,what is the sentiment of BATTERY,The sentiment is neutral
3845,1532,,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,SERVICE,positive,0,0,what is the sentiment of SERVICE,The sentiment is positive
3846,1533,,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,SERVICE,neutral,1,0,what is the sentiment of SERVICE,The sentiment is neutral
3847,1534,,and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,neutral,1,0,what is the sentiment of storage,The sentiment is neutral
3848,1535,,and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,negative,2,0,what is the sentiment of storage,The sentiment is negative
3849,1536,,and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,positive,0,0,what is the sentiment of ram,The sentiment is positive
3850,1537,,and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,negative,2,0,what is the sentiment of ram,The sentiment is negative
3851,1538,,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,positive,0,0,what is the sentiment of Nvidia chipset,The sentiment is positive
3852,1539,,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,neutral,1,0,what is the sentiment of Nvidia chipset,The sentiment is neutral
3853,1540,,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,positive,0,0,what is the sentiment of extended warranty,The sentiment is positive
3854,1541,,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,negative,2,0,what is the sentiment of extended warranty,The sentiment is negative
3855,1542,,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,positive,0,0,what is the sentiment of Programs,The sentiment is positive
3856,1543,,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,neutral,1,0,what is the sentiment of Programs,The sentiment is neutral
3857,1544,,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,positive,0,0,what is the sentiment of CHARGE TIME,The sentiment is positive
3858,1545,,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,neutral,1,0,what is the sentiment of CHARGE TIME,The sentiment is neutral
3859,1546,,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size,positive,0,0,what is the sentiment of size,The sentiment is positive
3860,1547,,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size,neutral,1,0,what is the sentiment of size,The sentiment is neutral
3861,1548,,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",consistancy,positive,0,0,what is the sentiment of consistancy,The sentiment is positive
3862,1549,,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",consistancy,neutral,1,0,what is the sentiment of consistancy,The sentiment is neutral
3863,1550,,"the key bindings take a little getting used to, but have loved the Macbook Pro.",key bindings,positive,0,0,what is the sentiment of key bindings,The sentiment is positive
3864,1551,,"the key bindings take a little getting used to, but have loved the Macbook Pro.",key bindings,neutral,1,0,what is the sentiment of key bindings,The sentiment is neutral
3865,1552,,Keyboard is reasonable size.,Keyboard,neutral,1,0,what is the sentiment of Keyboard,The sentiment is neutral
3866,1553,,Keyboard is reasonable size.,Keyboard,negative,2,0,what is the sentiment of Keyboard,The sentiment is negative
3867,1554,,Keyboard is reasonable size.,size,neutral,1,0,what is the sentiment of size,The sentiment is neutral
3868,1555,,Keyboard is reasonable size.,size,negative,2,0,what is the sentiment of size,The sentiment is negative
3869,1556,,I find myself using the 10-key more than I thought I would.,10-key,neutral,1,0,what is the sentiment of 10-key,The sentiment is neutral
3870,1557,,I find myself using the 10-key more than I thought I would.,10-key,negative,2,0,what is the sentiment of 10-key,The sentiment is negative
3871,1558,,Fan noise: The fan made a constant hissing noise in the background.,Fan,positive,0,0,what is the sentiment of Fan,The sentiment is positive
3872,1559,,Fan noise: The fan made a constant hissing noise in the background.,Fan,neutral,1,0,what is the sentiment of Fan,The sentiment is neutral
3873,1560,,Fan noise: The fan made a constant hissing noise in the background.,fan,positive,0,0,what is the sentiment of fan,The sentiment is positive
3874,1561,,Fan noise: The fan made a constant hissing noise in the background.,fan,neutral,1,0,what is the sentiment of fan,The sentiment is neutral
3875,1562,,"The screen is bright and clear, the operating system is solid and friendly to a novice.",screen,neutral,1,0,what is the sentiment of screen,The sentiment is neutral
3876,1563,,"The screen is bright and clear, the operating system is solid and friendly to a novice.",screen,negative,2,0,what is the sentiment of screen,The sentiment is negative
3877,1564,,"The screen is bright and clear, the operating system is solid and friendly to a novice.",operating system,neutral,1,0,what is the sentiment of operating system,The sentiment is neutral
3878,1565,,"The screen is bright and clear, the operating system is solid and friendly to a novice.",operating system,negative,2,0,what is the sentiment of operating system,The sentiment is negative
3879,1566,,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,neutral,1,0,what is the sentiment of processor,The sentiment is neutral
3880,1567,,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,negative,2,0,what is the sentiment of processor,The sentiment is negative
3881,1568,,It has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,neutral,1,0,what is the sentiment of 500gb hard drive,The sentiment is neutral
3882,1569,,It has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,negative,2,0,what is the sentiment of 500gb hard drive,The sentiment is negative
3883,1570,,The feature are good enough for what I need.,feature,neutral,1,0,what is the sentiment of feature,The sentiment is neutral
3884,1571,,The feature are good enough for what I need.,feature,negative,2,0,what is the sentiment of feature,The sentiment is negative
3885,1572,,"Finally, the biggest problem has been tech support.",tech support,positive,0,0,what is the sentiment of tech support,The sentiment is positive
3886,1573,,"Finally, the biggest problem has been tech support.",tech support,neutral,1,0,what is the sentiment of tech support,The sentiment is neutral
3887,1574,,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",USB output,positive,0,0,what is the sentiment of USB output,The sentiment is positive
3888,1575,,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",USB output,neutral,1,0,what is the sentiment of USB output,The sentiment is neutral
3889,1576,,With Windows laptops a wireless mouse is an absolute must.,wireless mouse,positive,0,0,what is the sentiment of wireless mouse,The sentiment is positive
3890,1577,,With Windows laptops a wireless mouse is an absolute must.,wireless mouse,negative,2,0,what is the sentiment of wireless mouse,The sentiment is negative
3891,1578,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size,neutral,1,0,what is the sentiment of size,The sentiment is neutral
3892,1579,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size,negative,2,0,what is the sentiment of size,The sentiment is negative
3893,1580,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",screen,neutral,1,0,what is the sentiment of screen,The sentiment is neutral
3894,1581,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",screen,negative,2,0,what is the sentiment of screen,The sentiment is negative
3895,1582,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Windows,positive,0,0,what is the sentiment of Windows,The sentiment is positive
3896,1583,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Windows,negative,2,0,what is the sentiment of Windows,The sentiment is negative
3897,1584,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Linux,positive,0,0,what is the sentiment of Linux,The sentiment is positive
3898,1585,,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Linux,negative,2,0,what is the sentiment of Linux,The sentiment is negative
3899,1586,,But if you're willing to pay another 200 dollar for a windows disc.,windows disc,positive,0,0,what is the sentiment of windows disc,The sentiment is positive
3900,1587,,But if you're willing to pay another 200 dollar for a windows disc.,windows disc,negative,2,0,what is the sentiment of windows disc,The sentiment is negative
3901,1588,,Very good quality and well made.,quality,neutral,1,0,what is the sentiment of quality,The sentiment is neutral
3902,1589,,Very good quality and well made.,quality,negative,2,0,what is the sentiment of quality,The sentiment is negative
3903,1590,,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad,neutral,1,0,what is the sentiment of touchpad,The sentiment is neutral
3904,1591,,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad,negative,2,0,what is the sentiment of touchpad,The sentiment is negative
3905,1592,,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,positive,0,0,what is the sentiment of video card,The sentiment is positive
3906,1593,,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,negative,2,0,what is the sentiment of video card,The sentiment is negative
3907,1594,,It had the full sized touch pad with 2 buttons instead of just one.,touch pad,positive,0,0,what is the sentiment of touch pad,The sentiment is positive
3908,1595,,It had the full sized touch pad with 2 buttons instead of just one.,touch pad,negative,2,0,what is the sentiment of touch pad,The sentiment is negative
3909,1596,,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,positive,0,0,what is the sentiment of external mouse,The sentiment is positive
3910,1597,,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,negative,2,0,what is the sentiment of external mouse,The sentiment is negative
3911,1598,,It was super easy to set up and Is really easy to get used to.,set up,neutral,1,0,what is the sentiment of set up,The sentiment is neutral
3912,1599,,It was super easy to set up and Is really easy to get used to.,set up,negative,2,0,what is the sentiment of set up,The sentiment is negative
3913,1600,,"The only thing that can be updated is the video, other than that you're all set.",video,positive,0,0,what is the sentiment of video,The sentiment is positive
3914,1601,,"The only thing that can be updated is the video, other than that you're all set.",video,neutral,1,0,what is the sentiment of video,The sentiment is neutral
3915,1602,,Its a good laptop for its value.,value,neutral,1,0,what is the sentiment of value,The sentiment is neutral
3916,1603,,Its a good laptop for its value.,value,negative,2,0,what is the sentiment of value,The sentiment is negative
3917,1604,,Then the hard drive failed;,hard drive,positive,0,0,what is the sentiment of hard drive,The sentiment is positive
3918,1605,,Then the hard drive failed;,hard drive,neutral,1,0,what is the sentiment of hard drive,The sentiment is neutral
3919,1606,,"Plain and simple, it(laptop) runs great and loads fast.",runs,neutral,1,0,what is the sentiment of runs,The sentiment is neutral
3920,1607,,"Plain and simple, it(laptop) runs great and loads fast.",runs,negative,2,0,what is the sentiment of runs,The sentiment is negative
3921,1608,,"Plain and simple, it(laptop) runs great and loads fast.",loads,neutral,1,0,what is the sentiment of loads,The sentiment is neutral
3922,1609,,"Plain and simple, it(laptop) runs great and loads fast.",loads,negative,2,0,what is the sentiment of loads,The sentiment is negative
3923,1610,,of course my warranty runs out next month.,warranty,positive,0,0,what is the sentiment of warranty,The sentiment is positive
3924,1611,,of course my warranty runs out next month.,warranty,negative,2,0,what is the sentiment of warranty,The sentiment is negative
3925,1612,,The capabilities using that program alone made me want a Mac.,program,neutral,1,0,what is the sentiment of program,The sentiment is neutral
3926,1613,,The capabilities using that program alone made me want a Mac.,program,negative,2,0,what is the sentiment of program,The sentiment is negative
3927,1614,,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,positive,0,0,what is the sentiment of disk throughput,The sentiment is positive
3928,1615,,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,negative,2,0,what is the sentiment of disk throughput,The sentiment is negative
3929,1616,,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,positive,0,0,what is the sentiment of spinning beachball,The sentiment is positive
3930,1617,,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,neutral,1,0,what is the sentiment of spinning beachball,The sentiment is neutral
3931,1618,,"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,neutral,1,0,what is the sentiment of wireless internet access,The sentiment is neutral
3932,1619,,"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,negative,2,0,what is the sentiment of wireless internet access,The sentiment is negative
3933,1620,,This is a great value for the money.,value,neutral,1,0,what is the sentiment of value,The sentiment is neutral
3934,1621,,This is a great value for the money.,value,negative,2,0,what is the sentiment of value,The sentiment is negative
3935,1622,,"It was a great laptop, ran great and was really fast.",ran,neutral,1,0,what is the sentiment of ran,The sentiment is neutral
3936,1623,,"It was a great laptop, ran great and was really fast.",ran,negative,2,0,what is the sentiment of ran,The sentiment is negative
3937,1624,,The battery has never worked well.,battery,positive,0,0,what is the sentiment of battery,The sentiment is positive
3938,1625,,The battery has never worked well.,battery,neutral,1,0,what is the sentiment of battery,The sentiment is neutral
3939,1626,,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,positive,0,0,what is the sentiment of company,The sentiment is positive
3940,1627,,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,neutral,1,0,what is the sentiment of company,The sentiment is neutral
3941,1628,,The only problem is a lack of screen resolutions!,screen resolutions,positive,0,0,what is the sentiment of screen resolutions,The sentiment is positive
3942,1629,,The only problem is a lack of screen resolutions!,screen resolutions,neutral,1,0,what is the sentiment of screen resolutions,The sentiment is neutral
3943,1630,,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,neutral,1,0,what is the sentiment of carry,The sentiment is neutral
3944,1631,,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,negative,2,0,what is the sentiment of carry,The sentiment is negative
