,text,category,polarity,polarity_id,label,question,answer
3871,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,food,negative,2,0,which category in the text is negative,food
3872,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3873,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3874,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,service,neutral,1,0,which category in the text is neutral,service
3875,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,service,negative,2,0,which category in the text is negative,service
3876,"Order the panang duck, it's fantastic.",food,neutral,1,0,which category in the text is neutral,food
3877,"Order the panang duck, it's fantastic.",food,negative,2,0,which category in the text is negative,food
3878,What more can you ask for?,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3879,What more can you ask for?,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3880,Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3881,Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3882,They have authentic Indian at amazin prices.,food,neutral,1,0,which category in the text is neutral,food
3883,They have authentic Indian at amazin prices.,food,negative,2,0,which category in the text is negative,food
3884,They have authentic Indian at amazin prices.,price,neutral,1,0,which category in the text is neutral,price
3885,They have authentic Indian at amazin prices.,price,negative,2,0,which category in the text is negative,price
3886,You are treated just like royality.,service,neutral,1,0,which category in the text is neutral,service
3887,You are treated just like royality.,service,negative,2,0,which category in the text is negative,service
3888,Ambiance- relaxed and stylish.,ambience,neutral,1,0,which category in the text is neutral,ambience
3889,Ambiance- relaxed and stylish.,ambience,negative,2,0,which category in the text is negative,ambience
3890,I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3891,I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3892,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",food,neutral,1,0,which category in the text is neutral,food
3893,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",food,negative,2,0,which category in the text is negative,food
3894,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",food,positive,0,0,which category in the text is positive,food
3895,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",food,neutral,1,0,which category in the text is neutral,food
3896,"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",ambience,positive,0,0,which category in the text is positive,ambience
3897,"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",ambience,neutral,1,0,which category in the text is neutral,ambience
3898,and yes Dal Bukhara is so dam good and so are all the kababs.,food,neutral,1,0,which category in the text is neutral,food
3899,and yes Dal Bukhara is so dam good and so are all the kababs.,food,negative,2,0,which category in the text is negative,food
3900,I look forward to eating here again,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3901,I look forward to eating here again,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3902,I've been coming here as a child and always come back for the taste.,food,neutral,1,0,which category in the text is neutral,food
3903,I've been coming here as a child and always come back for the taste.,food,negative,2,0,which category in the text is negative,food
3904,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,food,neutral,1,0,which category in the text is neutral,food
3905,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,food,negative,2,0,which category in the text is negative,food
3906,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,ambience,neutral,1,0,which category in the text is neutral,ambience
3907,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,ambience,negative,2,0,which category in the text is negative,ambience
3908,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,neutral,1,0,which category in the text is neutral,price
3909,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,negative,2,0,which category in the text is negative,price
3910,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",food,neutral,1,0,which category in the text is neutral,food
3911,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",food,negative,2,0,which category in the text is negative,food
3912,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",food,positive,0,0,which category in the text is positive,food
3913,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",food,neutral,1,0,which category in the text is neutral,food
3914,The food always tastes fresh and served promptly.,food,neutral,1,0,which category in the text is neutral,food
3915,The food always tastes fresh and served promptly.,food,negative,2,0,which category in the text is negative,food
3916,The food always tastes fresh and served promptly.,service,neutral,1,0,which category in the text is neutral,service
3917,The food always tastes fresh and served promptly.,service,negative,2,0,which category in the text is negative,service
3918,I know because I live nearby.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3919,I know because I live nearby.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3920,The pizza here is delicious.,food,neutral,1,0,which category in the text is neutral,food
3921,The pizza here is delicious.,food,negative,2,0,which category in the text is negative,food
3922,My entire family was horrified.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3923,My entire family was horrified.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3924,On a monthly basis my friends and I get together and have a girls night out.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3925,On a monthly basis my friends and I get together and have a girls night out.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3926,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",food,neutral,1,0,which category in the text is neutral,food
3927,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",food,negative,2,0,which category in the text is negative,food
3928,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",service,neutral,1,0,which category in the text is neutral,service
3929,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",service,negative,2,0,which category in the text is negative,service
3930,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",food,neutral,1,0,which category in the text is neutral,food
3931,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",food,negative,2,0,which category in the text is negative,food
3932,But who says Murray's is anything about service.,service,positive,0,0,which category in the text is positive,service
3933,But who says Murray's is anything about service.,service,negative,2,0,which category in the text is negative,service
3934,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,positive,0,0,which category in the text is positive,food
3935,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,neutral,1,0,which category in the text is neutral,food
3936,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3937,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3938,I have NEVER been disappointed in the Red Eye.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3939,I have NEVER been disappointed in the Red Eye.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3940,Hats off to the chef.,food,neutral,1,0,which category in the text is neutral,food
3941,Hats off to the chef.,food,negative,2,0,which category in the text is negative,food
3942,This should have been done in a back room - away from customers.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3943,This should have been done in a back room - away from customers.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3944,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3945,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3946,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",service,positive,0,0,which category in the text is positive,service
3947,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",service,neutral,1,0,which category in the text is neutral,service
3948,Glad you have the luxury to throw out paying customers.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3949,Glad you have the luxury to throw out paying customers.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3950,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",food,neutral,1,0,which category in the text is neutral,food
3951,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",food,negative,2,0,which category in the text is negative,food
3952,Its an excellent place to relax and the food is one of the best in the city of New York.,food,neutral,1,0,which category in the text is neutral,food
3953,Its an excellent place to relax and the food is one of the best in the city of New York.,food,negative,2,0,which category in the text is negative,food
3954,Its an excellent place to relax and the food is one of the best in the city of New York.,ambience,neutral,1,0,which category in the text is neutral,ambience
3955,Its an excellent place to relax and the food is one of the best in the city of New York.,ambience,negative,2,0,which category in the text is negative,ambience
3956,"service is friendly, and never had a problem walking in and getting a table.",service,neutral,1,0,which category in the text is neutral,service
3957,"service is friendly, and never had a problem walking in and getting a table.",service,negative,2,0,which category in the text is negative,service
3958,Check it out,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3959,Check it out,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3960,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",service,positive,0,0,which category in the text is positive,service
3961,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",service,neutral,1,0,which category in the text is neutral,service
3962,Don't go.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3963,Don't go.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
3964,The food was bland oily.,food,positive,0,0,which category in the text is positive,food
3965,The food was bland oily.,food,neutral,1,0,which category in the text is neutral,food
3966,But they do.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3967,But they do.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3968,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,neutral,1,0,which category in the text is neutral,food
3969,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,negative,2,0,which category in the text is negative,food
3970,"What is even better, is that the prices are very affordable as well, and the food is really good.",price,neutral,1,0,which category in the text is neutral,price
3971,"What is even better, is that the prices are very affordable as well, and the food is really good.",price,negative,2,0,which category in the text is negative,price
3972,Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3973,Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3974,Suan has challenged this loyalty.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3975,Suan has challenged this loyalty.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3976,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",food,neutral,1,0,which category in the text is neutral,food
3977,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",food,negative,2,0,which category in the text is negative,food
3978,"And Kruno, the beverage manager is the best bartender I have yet to come across.",service,neutral,1,0,which category in the text is neutral,service
3979,"And Kruno, the beverage manager is the best bartender I have yet to come across.",service,negative,2,0,which category in the text is negative,service
3980,"Ambiance and music funky, which I enjoy.",ambience,neutral,1,0,which category in the text is neutral,ambience
3981,"Ambiance and music funky, which I enjoy.",ambience,negative,2,0,which category in the text is negative,ambience
3982,"The food, drinks and service are clearly among the best in the city.",food,neutral,1,0,which category in the text is neutral,food
3983,"The food, drinks and service are clearly among the best in the city.",food,negative,2,0,which category in the text is negative,food
3984,"The food, drinks and service are clearly among the best in the city.",service,neutral,1,0,which category in the text is neutral,service
3985,"The food, drinks and service are clearly among the best in the city.",service,negative,2,0,which category in the text is negative,service
3986,I went there in late afternoon for some bite size food and refleshment with my date.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3987,I went there in late afternoon for some bite size food and refleshment with my date.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3988,"It's a really great deal, considering we got full off of four dollars.",price,neutral,1,0,which category in the text is neutral,price
3989,"It's a really great deal, considering we got full off of four dollars.",price,negative,2,0,which category in the text is negative,price
3990,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",food,neutral,1,0,which category in the text is neutral,food
3991,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",food,negative,2,0,which category in the text is negative,food
3992,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambience,neutral,1,0,which category in the text is neutral,ambience
3993,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambience,negative,2,0,which category in the text is negative,ambience
3994,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,neutral,1,0,which category in the text is neutral,service
3995,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,negative,2,0,which category in the text is negative,service
3996,Went with mommy (the only person who could afford taking me here).,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3997,Went with mommy (the only person who could afford taking me here).,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
3998,My friends and I were on vacation in NY and was referred to Chance by a friend.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
3999,My friends and I were on vacation in NY and was referred to Chance by a friend.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4000,"Last time I went here, the waitress didn't come back after taking our order.",service,positive,0,0,which category in the text is positive,service
4001,"Last time I went here, the waitress didn't come back after taking our order.",service,neutral,1,0,which category in the text is neutral,service
4002,Try the tandoori salmon!,food,neutral,1,0,which category in the text is neutral,food
4003,Try the tandoori salmon!,food,negative,2,0,which category in the text is negative,food
4004,"I am completely hooked on this place, it is ridiculous.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4005,"I am completely hooked on this place, it is ridiculous.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4006,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4007,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4008,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",ambience,neutral,1,0,which category in the text is neutral,ambience
4009,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",ambience,negative,2,0,which category in the text is negative,ambience
4010,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,neutral,1,0,which category in the text is neutral,service
4011,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,negative,2,0,which category in the text is negative,service
4012,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",ambience,positive,0,0,which category in the text is positive,ambience
4013,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",ambience,neutral,1,0,which category in the text is neutral,ambience
4014,"Have recommended the place to friends, always gets good response.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4015,"Have recommended the place to friends, always gets good response.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4016,We will return many times for this oasis in mid-town.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4017,We will return many times for this oasis in mid-town.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4018,I love the atmorphere @ peep!,ambience,neutral,1,0,which category in the text is neutral,ambience
4019,I love the atmorphere @ peep!,ambience,negative,2,0,which category in the text is negative,ambience
4020,Enjoy!,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4021,Enjoy!,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4022,We weren't!,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4023,We weren't!,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4024,This is one of my favorite restaurants and it is not to be missed.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4025,This is one of my favorite restaurants and it is not to be missed.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4026,(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4027,(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4028,It could have been handled better.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4029,It could have been handled better.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4030,The service was attentive and her suggestions of menu items was right on the mark.,service,neutral,1,0,which category in the text is neutral,service
4031,The service was attentive and her suggestions of menu items was right on the mark.,service,negative,2,0,which category in the text is negative,service
4032,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,food,neutral,1,0,which category in the text is neutral,food
4033,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,food,negative,2,0,which category in the text is negative,food
4034,Please be aware that it's CASH or AMEX only!,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4035,Please be aware that it's CASH or AMEX only!,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4036,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",food,neutral,1,0,which category in the text is neutral,food
4037,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",food,negative,2,0,which category in the text is negative,food
4038,It's a rather cramped and busy restaurant and it closes early.,ambience,positive,0,0,which category in the text is positive,ambience
4039,It's a rather cramped and busy restaurant and it closes early.,ambience,neutral,1,0,which category in the text is neutral,ambience
4040,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,positive,0,0,which category in the text is positive,food
4041,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,neutral,1,0,which category in the text is neutral,food
4042,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,positive,0,0,which category in the text is positive,service
4043,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,neutral,1,0,which category in the text is neutral,service
4044,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",ambience,neutral,1,0,which category in the text is neutral,ambience
4045,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",ambience,negative,2,0,which category in the text is negative,ambience
4046,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",food,neutral,1,0,which category in the text is neutral,food
4047,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",food,negative,2,0,which category in the text is negative,food
4048,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4049,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4050,They were served warm and had a soft fluffy interior.,food,neutral,1,0,which category in the text is neutral,food
4051,They were served warm and had a soft fluffy interior.,food,negative,2,0,which category in the text is negative,food
4052,What came to our table was burned beyond recognition and stringy.,food,positive,0,0,which category in the text is positive,food
4053,What came to our table was burned beyond recognition and stringy.,food,neutral,1,0,which category in the text is neutral,food
4054,I had the Pad Thai and the noodles were sticky.,food,positive,0,0,which category in the text is positive,food
4055,I had the Pad Thai and the noodles were sticky.,food,neutral,1,0,which category in the text is neutral,food
4056,"So I've never actually been to M proper, but I've had it delivered a few times.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4057,"So I've never actually been to M proper, but I've had it delivered a few times.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4058,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",price,neutral,1,0,which category in the text is neutral,price
4059,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",price,negative,2,0,which category in the text is negative,price
4060,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",food,neutral,1,0,which category in the text is neutral,food
4061,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",food,negative,2,0,which category in the text is negative,food
4062,The hostess is rude to the point of being offensive.,service,positive,0,0,which category in the text is positive,service
4063,The hostess is rude to the point of being offensive.,service,neutral,1,0,which category in the text is neutral,service
4064,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,neutral,1,0,which category in the text is neutral,food
4065,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,negative,2,0,which category in the text is negative,food
4066,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",service,positive,0,0,which category in the text is positive,service
4067,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",service,neutral,1,0,which category in the text is neutral,service
4068,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",ambience,positive,0,0,which category in the text is positive,ambience
4069,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",ambience,neutral,1,0,which category in the text is neutral,ambience
4070,The food is great.,food,neutral,1,0,which category in the text is neutral,food
4071,The food is great.,food,negative,2,0,which category in the text is negative,food
4072,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,food,neutral,1,0,which category in the text is neutral,food
4073,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,food,negative,2,0,which category in the text is negative,food
4074,"Lunch came with pickels and slaw, no extra charge.",price,neutral,1,0,which category in the text is neutral,price
4075,"Lunch came with pickels and slaw, no extra charge.",price,negative,2,0,which category in the text is negative,price
4076,Decent wine at reasonable prices.,food,neutral,1,0,which category in the text is neutral,food
4077,Decent wine at reasonable prices.,food,negative,2,0,which category in the text is negative,food
4078,Decent wine at reasonable prices.,price,neutral,1,0,which category in the text is neutral,price
4079,Decent wine at reasonable prices.,price,negative,2,0,which category in the text is negative,price
4080,All conveniently delivered right to the door.,service,neutral,1,0,which category in the text is neutral,service
4081,All conveniently delivered right to the door.,service,negative,2,0,which category in the text is negative,service
4082,even the wine by the glass was good.,food,neutral,1,0,which category in the text is neutral,food
4083,even the wine by the glass was good.,food,negative,2,0,which category in the text is negative,food
4084,Nice Family owned traditional restaurant.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4085,Nice Family owned traditional restaurant.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4086,would have rather tried terrace in the sky or water club for that price,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4087,would have rather tried terrace in the sky or water club for that price,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4088,would have rather tried terrace in the sky or water club for that price,price,positive,0,0,which category in the text is positive,price
4089,would have rather tried terrace in the sky or water club for that price,price,neutral,1,0,which category in the text is neutral,price
4090,This dish is my favorite and I always get it when I go there and never get tired of it.,food,neutral,1,0,which category in the text is neutral,food
4091,This dish is my favorite and I always get it when I go there and never get tired of it.,food,negative,2,0,which category in the text is negative,food
4092,"I also ordered the Change Mojito, which was out of this world.",food,neutral,1,0,which category in the text is neutral,food
4093,"I also ordered the Change Mojito, which was out of this world.",food,negative,2,0,which category in the text is negative,food
4094,Okay service.,service,positive,0,0,which category in the text is positive,service
4095,Okay service.,service,negative,2,0,which category in the text is negative,service
4096,The only thing more wonderful than the food (which is exceptional) is the service.,food,neutral,1,0,which category in the text is neutral,food
4097,The only thing more wonderful than the food (which is exceptional) is the service.,food,negative,2,0,which category in the text is negative,food
4098,The only thing more wonderful than the food (which is exceptional) is the service.,service,neutral,1,0,which category in the text is neutral,service
4099,The only thing more wonderful than the food (which is exceptional) is the service.,service,negative,2,0,which category in the text is negative,service
4100,We were very pleasantly surprised.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4101,We were very pleasantly surprised.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
4102,"The food was just awful, ATROCIOUS actually.",food,positive,0,0,which category in the text is positive,food
4103,"The food was just awful, ATROCIOUS actually.",food,neutral,1,0,which category in the text is neutral,food
4104,I will never visit this restaurant again.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
4105,I will never visit this restaurant again.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
4106,The soup for the udon was soy sauce and water.,food,positive,0,0,which category in the text is positive,food
4107,The soup for the udon was soy sauce and water.,food,neutral,1,0,which category in the text is neutral,food
4108,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",food,neutral,1,0,which category in the text is neutral,food
4109,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",food,negative,2,0,which category in the text is negative,food
4110,The waitress suggested glasses of wine that went very well with the food.,food,neutral,1,0,which category in the text is neutral,food
