,text,term,polarity,polarity_id,label
314,The last time I went we were seated at a table in a corridor next to the kitchen.,table,positive,0,0
315,The last time I went we were seated at a table in a corridor next to the kitchen.,table,neutral,1,0
316,good selection of wines ranging from affordable to high end.,selection of wines,neutral,1,0
317,good selection of wines ranging from affordable to high end.,selection of wines,negative,2,0
318,"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,neutral,1,0
319,"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,negative,2,0
320,Not impressed with the food.,food,positive,0,0
321,Not impressed with the food.,food,neutral,1,0
322,The entire dining experience was wonderful!,dining experience,neutral,1,0
323,The entire dining experience was wonderful!,dining experience,negative,2,0
324,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,wine selection,neutral,1,0
325,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,wine selection,negative,2,0
326,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,positive,0,0
327,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,negative,2,0
328,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,neutral,1,0
329,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,negative,2,0
330,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,neutral,1,0
331,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,negative,2,0
332,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,positive,0,0
333,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,neutral,1,0
334,"Order the panang duck, it's fantastic.",panang duck,neutral,1,0
335,"Order the panang duck, it's fantastic.",panang duck,negative,2,0
336,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,positive,0,0
337,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,neutral,1,0
338,"Other than the crappy service from two individuals, it's great.",service,positive,0,0
339,"Other than the crappy service from two individuals, it's great.",service,neutral,1,0
340,They have authentic Indian at amazin prices.,Indian,neutral,1,0
341,They have authentic Indian at amazin prices.,Indian,negative,2,0
342,They have authentic Indian at amazin prices.,prices,neutral,1,0
343,They have authentic Indian at amazin prices.,prices,negative,2,0
344,Ambiance- relaxed and stylish.,Ambiance,neutral,1,0
345,Ambiance- relaxed and stylish.,Ambiance,negative,2,0
346,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,neutral,1,0
347,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,negative,2,0
348,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,neutral,1,0
349,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,negative,2,0
350,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,neutral,1,0
351,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,negative,2,0
352,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,neutral,1,0
353,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,negative,2,0
354,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,neutral,1,0
355,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,negative,2,0
356,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",pizza,positive,0,0
357,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",pizza,neutral,1,0
358,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,positive,0,0
359,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,negative,2,0
360,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,neutral,1,0
361,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,negative,2,0
362,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,neutral,1,0
363,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,negative,2,0
364,I look forward to eating here again,eating,neutral,1,0
365,I look forward to eating here again,eating,negative,2,0
366,I've been coming here as a child and always come back for the taste.,taste,neutral,1,0
367,I've been coming here as a child and always come back for the taste.,taste,negative,2,0
368,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,neutral,1,0
369,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,negative,2,0
370,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,neutral,1,0
371,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,negative,2,0
372,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,neutral,1,0
373,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,negative,2,0
374,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,neutral,1,0
375,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,negative,2,0
376,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of Leaping Lizard,neutral,1,0
377,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of Leaping Lizard,negative,2,0
378,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",Food,positive,0,0
379,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",Food,negative,2,0
380,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,positive,0,0
381,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,neutral,1,0
382,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar,positive,0,0
383,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar,neutral,1,0
384,The food always tastes fresh and served promptly.,food,neutral,1,0
385,The food always tastes fresh and served promptly.,food,negative,2,0
386,The food always tastes fresh and served promptly.,served,neutral,1,0
387,The food always tastes fresh and served promptly.,served,negative,2,0
388,The pizza here is delicious.,pizza,neutral,1,0
389,The pizza here is delicious.,pizza,negative,2,0
390,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Pizza,neutral,1,0
391,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Pizza,negative,2,0
392,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",delivery,neutral,1,0
393,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",delivery,negative,2,0
394,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,neutral,1,0
395,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,negative,2,0
396,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,neutral,1,0
397,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,negative,2,0
398,But who says Murray's is anything about service.,service,positive,0,0
399,But who says Murray's is anything about service.,service,negative,2,0
400,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,positive,0,0
401,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,neutral,1,0
402,Hats off to the chef.,chef,neutral,1,0
403,Hats off to the chef.,chef,negative,2,0
404,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,positive,0,0
405,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,neutral,1,0
406,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,neutral,1,0
407,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,negative,2,0
408,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,neutral,1,0
409,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,negative,2,0
410,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,neutral,1,0
411,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,negative,2,0
412,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,positive,0,0
413,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,neutral,1,0
414,Its an excellent place to relax and the food is one of the best in the city of New York.,place,neutral,1,0
415,Its an excellent place to relax and the food is one of the best in the city of New York.,place,negative,2,0
416,Its an excellent place to relax and the food is one of the best in the city of New York.,food,neutral,1,0
417,Its an excellent place to relax and the food is one of the best in the city of New York.,food,negative,2,0
418,"service is friendly, and never had a problem walking in and getting a table.",service,neutral,1,0
419,"service is friendly, and never had a problem walking in and getting a table.",service,negative,2,0
420,"service is friendly, and never had a problem walking in and getting a table.",getting a table,neutral,1,0
421,"service is friendly, and never had a problem walking in and getting a table.",getting a table,negative,2,0
422,The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,neutral,1,0
423,The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,negative,2,0
424,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,positive,0,0
425,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,neutral,1,0
426,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,positive,0,0
427,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,negative,2,0
428,The food was bland oily.,food,positive,0,0
429,The food was bland oily.,food,neutral,1,0
430,"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,neutral,1,0
431,"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,negative,2,0
432,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,neutral,1,0
433,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,negative,2,0
434,The fish is fresh but the variety of fish is nothing out of ordinary.,fish,neutral,1,0
435,The fish is fresh but the variety of fish is nothing out of ordinary.,fish,negative,2,0
436,The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,positive,0,0
437,The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,neutral,1,0
438,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,neutral,1,0
439,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,negative,2,0
440,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,neutral,1,0
441,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,negative,2,0
442,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,neutral,1,0
443,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,negative,2,0
444,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,neutral,1,0
445,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,negative,2,0
446,"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,neutral,1,0
447,"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,negative,2,0
448,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,neutral,1,0
449,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,negative,2,0
450,"Ambiance and music funky, which I enjoy.",Ambiance,neutral,1,0
451,"Ambiance and music funky, which I enjoy.",Ambiance,negative,2,0
452,"Ambiance and music funky, which I enjoy.",music,neutral,1,0
453,"Ambiance and music funky, which I enjoy.",music,negative,2,0
454,"The food, drinks and service are clearly among the best in the city.",food,neutral,1,0
455,"The food, drinks and service are clearly among the best in the city.",food,negative,2,0
456,"The food, drinks and service are clearly among the best in the city.",drinks,neutral,1,0
457,"The food, drinks and service are clearly among the best in the city.",drinks,negative,2,0
458,"The food, drinks and service are clearly among the best in the city.",service,neutral,1,0
459,"The food, drinks and service are clearly among the best in the city.",service,negative,2,0
460,I went there in late afternoon for some bite size food and refleshment with my date.,food,positive,0,0
461,I went there in late afternoon for some bite size food and refleshment with my date.,food,negative,2,0
462,I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,positive,0,0
463,I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,negative,2,0
464,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,neutral,1,0
465,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,negative,2,0
466,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,neutral,1,0
467,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,negative,2,0
468,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,neutral,1,0
469,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,negative,2,0
470,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,neutral,1,0
471,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,negative,2,0
472,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,neutral,1,0
473,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,negative,2,0
474,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,neutral,1,0
475,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,negative,2,0
476,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,neutral,1,0
477,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,negative,2,0
478,"Last time I went here, the waitress didn't come back after taking our order.",waitress,positive,0,0
479,"Last time I went here, the waitress didn't come back after taking our order.",waitress,neutral,1,0
480,Try the tandoori salmon!,tandoori salmon,neutral,1,0
481,Try the tandoori salmon!,tandoori salmon,negative,2,0
482,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,neutral,1,0
483,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,negative,2,0
484,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,positive,0,0
485,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,neutral,1,0
486,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,neutral,1,0
487,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,negative,2,0
488,I love the atmorphere @ peep!,atmorphere,neutral,1,0
489,I love the atmorphere @ peep!,atmorphere,negative,2,0
490,The service was attentive and her suggestions of menu items was right on the mark.,service,neutral,1,0
491,The service was attentive and her suggestions of menu items was right on the mark.,service,negative,2,0
492,The service was attentive and her suggestions of menu items was right on the mark.,menu items,neutral,1,0
493,The service was attentive and her suggestions of menu items was right on the mark.,menu items,negative,2,0
494,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,neutral,1,0
495,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,negative,2,0
496,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,neutral,1,0
497,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,negative,2,0
498,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,neutral,1,0
499,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,negative,2,0
500,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,positive,0,0
501,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,neutral,1,0
502,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,positive,0,0
503,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,neutral,1,0
504,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,neutral,1,0
505,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,negative,2,0
506,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,positive,0,0
507,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,negative,2,0
508,What came to our table was burned beyond recognition and stringy.,table,positive,0,0
509,What came to our table was burned beyond recognition and stringy.,table,negative,2,0
510,I had the Pad Thai and the noodles were sticky.,Pad Thai,positive,0,0
511,I had the Pad Thai and the noodles were sticky.,Pad Thai,neutral,1,0
512,I had the Pad Thai and the noodles were sticky.,noodles,positive,0,0
513,I had the Pad Thai and the noodles were sticky.,noodles,neutral,1,0
514,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,positive,0,0
515,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,negative,2,0
516,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,neutral,1,0
517,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,negative,2,0
518,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,neutral,1,0
519,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,negative,2,0
520,The hostess is rude to the point of being offensive.,hostess,positive,0,0
521,The hostess is rude to the point of being offensive.,hostess,neutral,1,0
522,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,neutral,1,0
523,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,negative,2,0
524,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,positive,0,0
525,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,neutral,1,0
526,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,positive,0,0
527,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,neutral,1,0
528,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,positive,0,0
529,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,neutral,1,0
530,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,positive,0,0
531,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,neutral,1,0
532,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,positive,0,0
533,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,neutral,1,0
534,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,positive,0,0
535,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,negative,2,0
536,The food is great.,food,neutral,1,0
537,The food is great.,food,negative,2,0
538,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,neutral,1,0
539,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,negative,2,0
540,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,neutral,1,0
541,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,negative,2,0
542,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,neutral,1,0
543,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,negative,2,0
544,"Lunch came with pickels and slaw, no extra charge.",Lunch,neutral,1,0
545,"Lunch came with pickels and slaw, no extra charge.",Lunch,negative,2,0
546,"Lunch came with pickels and slaw, no extra charge.",pickels and slaw,positive,0,0
547,"Lunch came with pickels and slaw, no extra charge.",pickels and slaw,negative,2,0
548,Decent wine at reasonable prices.,wine,neutral,1,0
549,Decent wine at reasonable prices.,wine,negative,2,0
550,Decent wine at reasonable prices.,prices,neutral,1,0
551,Decent wine at reasonable prices.,prices,negative,2,0
552,All conveniently delivered right to the door.,delivered,neutral,1,0
553,All conveniently delivered right to the door.,delivered,negative,2,0
554,even the wine by the glass was good.,wine by the glass,neutral,1,0
555,even the wine by the glass was good.,wine by the glass,negative,2,0
556,would have rather tried terrace in the sky or water club for that price,price,positive,0,0
557,would have rather tried terrace in the sky or water club for that price,price,neutral,1,0
558,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,neutral,1,0
559,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,negative,2,0
560,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,neutral,1,0
561,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,negative,2,0
562,Okay service.,service,positive,0,0
563,Okay service.,service,negative,2,0
564,The only thing more wonderful than the food (which is exceptional) is the service.,food,neutral,1,0
565,The only thing more wonderful than the food (which is exceptional) is the service.,food,negative,2,0
566,The only thing more wonderful than the food (which is exceptional) is the service.,service,neutral,1,0
567,The only thing more wonderful than the food (which is exceptional) is the service.,service,negative,2,0
568,"The food was just awful, ATROCIOUS actually.",food,positive,0,0
569,"The food was just awful, ATROCIOUS actually.",food,neutral,1,0
570,The soup for the udon was soy sauce and water.,soup for the udon,positive,0,0
571,The soup for the udon was soy sauce and water.,soup for the udon,neutral,1,0
572,The soup for the udon was soy sauce and water.,soy sauce,positive,0,0
573,The soup for the udon was soy sauce and water.,soy sauce,negative,2,0
574,The soup for the udon was soy sauce and water.,water,positive,0,0
575,The soup for the udon was soy sauce and water.,water,negative,2,0
576,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,neutral,1,0
577,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,negative,2,0
578,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,neutral,1,0
579,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,negative,2,0
580,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",filling pasta mains,neutral,1,0
581,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",filling pasta mains,negative,2,0
582,The waitress suggested glasses of wine that went very well with the food.,waitress,neutral,1,0
583,The waitress suggested glasses of wine that went very well with the food.,waitress,negative,2,0
584,The waitress suggested glasses of wine that went very well with the food.,food,positive,0,0
585,The waitress suggested glasses of wine that went very well with the food.,food,negative,2,0
586,The waitress suggested glasses of wine that went very well with the food.,glasses of wine,neutral,1,0
587,The waitress suggested glasses of wine that went very well with the food.,glasses of wine,negative,2,0
588,"They might be all business at the counter when you give your order, but their food says I love you.",food,neutral,1,0
589,"They might be all business at the counter when you give your order, but their food says I love you.",food,negative,2,0
590,"They might be all business at the counter when you give your order, but their food says I love you.",counter,positive,0,0
591,"They might be all business at the counter when you give your order, but their food says I love you.",counter,neutral,1,0
592,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,neutral,1,0
593,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,negative,2,0
594,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),neutral,1,0
595,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),negative,2,0
596,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,neutral,1,0
597,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,negative,2,0
598,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,neutral,1,0
599,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,negative,2,0
600,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,neutral,1,0
601,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,negative,2,0
602,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,neutral,1,0
