,Unnamed: 0,text,term,polarity,polarity_id,label,question,answer
6191,2589,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",drinks,negative,2,0,what is the sentiment of drinks,The sentiment is negative
6192,2590,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",entree,positive,0,0,what is the sentiment of entree,The sentiment is positive
6193,2591,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",entree,neutral,1,0,what is the sentiment of entree,The sentiment is neutral
6194,2592,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,neutral,1,0,what is the sentiment of cold appetizer dishes,The sentiment is neutral
6195,2593,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,negative,2,0,what is the sentiment of cold appetizer dishes,The sentiment is negative
6196,2594,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,positive,0,0,what is the sentiment of bar,The sentiment is positive
6197,2595,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,negative,2,0,what is the sentiment of bar,The sentiment is negative
6198,2596,"Interesting selection, good wines, service fine, fun decor.",wines,neutral,1,0,what is the sentiment of wines,The sentiment is neutral
6199,2597,"Interesting selection, good wines, service fine, fun decor.",wines,negative,2,0,what is the sentiment of wines,The sentiment is negative
6200,2598,"Interesting selection, good wines, service fine, fun decor.",service,neutral,1,0,what is the sentiment of service,The sentiment is neutral
6201,2599,"Interesting selection, good wines, service fine, fun decor.",service,negative,2,0,what is the sentiment of service,The sentiment is negative
6202,2600,"Interesting selection, good wines, service fine, fun decor.",decor,neutral,1,0,what is the sentiment of decor,The sentiment is neutral
6203,2601,"Interesting selection, good wines, service fine, fun decor.",decor,negative,2,0,what is the sentiment of decor,The sentiment is negative
6204,2602,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,reservation,neutral,1,0,what is the sentiment of reservation,The sentiment is neutral
6205,2603,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,reservation,negative,2,0,what is the sentiment of reservation,The sentiment is negative
6206,2604,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,drink,positive,0,0,what is the sentiment of drink,The sentiment is positive
6207,2605,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,drink,negative,2,0,what is the sentiment of drink,The sentiment is negative
6208,2606,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,bar,positive,0,0,what is the sentiment of bar,The sentiment is positive
6209,2607,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,bar,negative,2,0,what is the sentiment of bar,The sentiment is negative
6210,2608,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,neutral,1,0,what is the sentiment of parmesean porcini souffle,The sentiment is neutral
6211,2609,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,negative,2,0,what is the sentiment of parmesean porcini souffle,The sentiment is negative
6212,2610,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,neutral,1,0,what is the sentiment of lamb glazed with balsamic vinegar,The sentiment is neutral
6213,2611,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,negative,2,0,what is the sentiment of lamb glazed with balsamic vinegar,The sentiment is negative
6214,2612,The food at this place is 'gourmet' Indian cuisine.,food,positive,0,0,what is the sentiment of food,The sentiment is positive
6215,2613,The food at this place is 'gourmet' Indian cuisine.,food,negative,2,0,what is the sentiment of food,The sentiment is negative
6216,2614,The food at this place is 'gourmet' Indian cuisine.,'gourmet' Indian cuisine,positive,0,0,what is the sentiment of 'gourmet' Indian cuisine,The sentiment is positive
6217,2615,The food at this place is 'gourmet' Indian cuisine.,'gourmet' Indian cuisine,negative,2,0,what is the sentiment of 'gourmet' Indian cuisine,The sentiment is negative
6218,2616,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,bar,positive,0,0,what is the sentiment of bar,The sentiment is positive
6219,2617,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,bar,neutral,1,0,what is the sentiment of bar,The sentiment is neutral
6220,2618,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,pub,positive,0,0,what is the sentiment of pub,The sentiment is positive
6221,2619,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,pub,neutral,1,0,what is the sentiment of pub,The sentiment is neutral
6222,2620,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",corned beef sandwich,neutral,1,0,what is the sentiment of corned beef sandwich,The sentiment is neutral
6223,2621,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",corned beef sandwich,negative,2,0,what is the sentiment of corned beef sandwich,The sentiment is negative
6224,2622,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",pizza,neutral,1,0,what is the sentiment of pizza,The sentiment is neutral
6225,2623,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",pizza,negative,2,0,what is the sentiment of pizza,The sentiment is negative
6226,2624,Priced at upper intermediate range.,Priced,positive,0,0,what is the sentiment of Priced,The sentiment is positive
6227,2625,Priced at upper intermediate range.,Priced,neutral,1,0,what is the sentiment of Priced,The sentiment is neutral
6228,2626,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,positive,0,0,what is the sentiment of food,The sentiment is positive
6229,2627,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,neutral,1,0,what is the sentiment of food,The sentiment is neutral
6230,2628,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,positive,0,0,what is the sentiment of amount,The sentiment is positive
6231,2629,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,neutral,1,0,what is the sentiment of amount,The sentiment is neutral
6232,2630,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,neutral,1,0,what is the sentiment of olive cream cheese,The sentiment is neutral
6233,2631,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,negative,2,0,what is the sentiment of olive cream cheese,The sentiment is negative
6234,2632,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,neutral,1,0,what is the sentiment of lox spread,The sentiment is neutral
6235,2633,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,negative,2,0,what is the sentiment of lox spread,The sentiment is negative
6236,2634,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,positive,0,0,what is the sentiment of bagel,The sentiment is positive
6237,2635,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,negative,2,0,what is the sentiment of bagel,The sentiment is negative
6238,2636,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,neutral,1,0,what is the sentiment of service,The sentiment is neutral
6239,2637,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,negative,2,0,what is the sentiment of service,The sentiment is negative
6240,2638,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",server,neutral,1,0,what is the sentiment of server,The sentiment is neutral
6241,2639,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",server,negative,2,0,what is the sentiment of server,The sentiment is negative
6242,2640,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,positive,0,0,what is the sentiment of table,The sentiment is positive
6243,2641,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,negative,2,0,what is the sentiment of table,The sentiment is negative
6244,2642,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,music,positive,0,0,what is the sentiment of music,The sentiment is positive
6245,2643,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,music,neutral,1,0,what is the sentiment of music,The sentiment is neutral
6246,2644,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,neutral,1,0,what is the sentiment of rice to fish ration,The sentiment is neutral
6247,2645,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,negative,2,0,what is the sentiment of rice to fish ration,The sentiment is negative
6248,2646,The rice to fish ration was also good--they didn't try to overpack the rice.,rice,neutral,1,0,what is the sentiment of rice,The sentiment is neutral
6249,2647,The rice to fish ration was also good--they didn't try to overpack the rice.,rice,negative,2,0,what is the sentiment of rice,The sentiment is negative
6250,2648,They used shredded cheese on top!,shredded cheese,positive,0,0,what is the sentiment of shredded cheese,The sentiment is positive
6251,2649,They used shredded cheese on top!,shredded cheese,negative,2,0,what is the sentiment of shredded cheese,The sentiment is negative
6252,2650,The food is great and they have a good selecion of wines at reasonable prices.,food,neutral,1,0,what is the sentiment of food,The sentiment is neutral
6253,2651,The food is great and they have a good selecion of wines at reasonable prices.,food,negative,2,0,what is the sentiment of food,The sentiment is negative
6254,2652,The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,neutral,1,0,what is the sentiment of selecion of wines,The sentiment is neutral
6255,2653,The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,negative,2,0,what is the sentiment of selecion of wines,The sentiment is negative
6256,2654,The food is great and they have a good selecion of wines at reasonable prices.,prices,neutral,1,0,what is the sentiment of prices,The sentiment is neutral
6257,2655,The food is great and they have a good selecion of wines at reasonable prices.,prices,negative,2,0,what is the sentiment of prices,The sentiment is negative
6258,2656,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",wait staff,neutral,1,0,what is the sentiment of wait staff,The sentiment is neutral
6259,2657,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",wait staff,negative,2,0,what is the sentiment of wait staff,The sentiment is negative
6260,2658,I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,neutral,1,0,what is the sentiment of Godmother pizza,The sentiment is neutral
6261,2659,I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,negative,2,0,what is the sentiment of Godmother pizza,The sentiment is negative
6262,2660,"I am not a vegetarian but, almost all the dishes were great.",dishes,neutral,1,0,what is the sentiment of dishes,The sentiment is neutral
6263,2661,"I am not a vegetarian but, almost all the dishes were great.",dishes,negative,2,0,what is the sentiment of dishes,The sentiment is negative
6264,2662,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,neutral,1,0,what is the sentiment of thai cuisine,The sentiment is neutral
6265,2663,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,negative,2,0,what is the sentiment of thai cuisine,The sentiment is negative
6266,2664,"For the location, the prices are very reasonable.",prices,neutral,1,0,what is the sentiment of prices,The sentiment is neutral
6267,2665,"For the location, the prices are very reasonable.",prices,negative,2,0,what is the sentiment of prices,The sentiment is negative
6268,2666,"For the location, the prices are very reasonable.",location,positive,0,0,what is the sentiment of location,The sentiment is positive
6269,2667,"For the location, the prices are very reasonable.",location,negative,2,0,what is the sentiment of location,The sentiment is negative
6270,2668,The food is okay and the prices here are mediocre.,food,positive,0,0,what is the sentiment of food,The sentiment is positive
6271,2669,The food is okay and the prices here are mediocre.,food,negative,2,0,what is the sentiment of food,The sentiment is negative
6272,2670,The food is okay and the prices here are mediocre.,prices,positive,0,0,what is the sentiment of prices,The sentiment is positive
6273,2671,The food is okay and the prices here are mediocre.,prices,negative,2,0,what is the sentiment of prices,The sentiment is negative
6274,2672,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,positive,0,0,what is the sentiment of food,The sentiment is positive
6275,2673,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,neutral,1,0,what is the sentiment of food,The sentiment is neutral
6276,2674,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,positive,0,0,what is the sentiment of crab cocktail,The sentiment is positive
6277,2675,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,neutral,1,0,what is the sentiment of crab cocktail,The sentiment is neutral
6278,2676,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,positive,0,0,what is the sentiment of lime juice concoction,The sentiment is positive
6279,2677,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,negative,2,0,what is the sentiment of lime juice concoction,The sentiment is negative
6280,2678,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,positive,0,0,what is the sentiment of lime,The sentiment is positive
6281,2679,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,negative,2,0,what is the sentiment of lime,The sentiment is negative
6282,2680,I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,neutral,1,0,what is the sentiment of menu items,The sentiment is neutral
6283,2681,I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,negative,2,0,what is the sentiment of menu items,The sentiment is negative
6284,2682,"We have been to this place many times, and always have great food, wine, and service.",food,neutral,1,0,what is the sentiment of food,The sentiment is neutral
6285,2683,"We have been to this place many times, and always have great food, wine, and service.",food,negative,2,0,what is the sentiment of food,The sentiment is negative
6286,2684,"We have been to this place many times, and always have great food, wine, and service.",wine,neutral,1,0,what is the sentiment of wine,The sentiment is neutral
6287,2685,"We have been to this place many times, and always have great food, wine, and service.",wine,negative,2,0,what is the sentiment of wine,The sentiment is negative
6288,2686,"We have been to this place many times, and always have great food, wine, and service.",service,neutral,1,0,what is the sentiment of service,The sentiment is neutral
6289,2687,"We have been to this place many times, and always have great food, wine, and service.",service,negative,2,0,what is the sentiment of service,The sentiment is negative
6290,2688,"Hopefully next time, I will save room for dessert.",dessert,positive,0,0,what is the sentiment of dessert,The sentiment is positive
6291,2689,"Hopefully next time, I will save room for dessert.",dessert,negative,2,0,what is the sentiment of dessert,The sentiment is negative
6292,2690,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",dinner,neutral,1,0,what is the sentiment of dinner,The sentiment is neutral
6293,2691,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",dinner,negative,2,0,what is the sentiment of dinner,The sentiment is negative
6294,2692,The corned beef was tender and melted in my mouth.,corned beef,neutral,1,0,what is the sentiment of corned beef,The sentiment is neutral
6295,2693,The corned beef was tender and melted in my mouth.,corned beef,negative,2,0,what is the sentiment of corned beef,The sentiment is negative
6296,2694,"The best Chicken pad tai, I've ever had.",Chicken pad tai,neutral,1,0,what is the sentiment of Chicken pad tai,The sentiment is neutral
6297,2695,"The best Chicken pad tai, I've ever had.",Chicken pad tai,negative,2,0,what is the sentiment of Chicken pad tai,The sentiment is negative
6298,2696,$20 for all you can eat sushi cannot be beaten.,sushi,positive,0,0,what is the sentiment of sushi,The sentiment is positive
6299,2697,$20 for all you can eat sushi cannot be beaten.,sushi,negative,2,0,what is the sentiment of sushi,The sentiment is negative
6300,2698,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",fish,neutral,1,0,what is the sentiment of fish,The sentiment is neutral
6301,2699,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",fish,negative,2,0,what is the sentiment of fish,The sentiment is negative
6302,2700,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",service,neutral,1,0,what is the sentiment of service,The sentiment is neutral
6303,2701,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",service,negative,2,0,what is the sentiment of service,The sentiment is negative
6304,2702,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambiance,neutral,1,0,what is the sentiment of ambiance,The sentiment is neutral
6305,2703,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambiance,negative,2,0,what is the sentiment of ambiance,The sentiment is negative
6306,2704,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",location,neutral,1,0,what is the sentiment of location,The sentiment is neutral
6307,2705,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",location,negative,2,0,what is the sentiment of location,The sentiment is negative
6308,2706,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,neutral,1,0,what is the sentiment of outdoor seating,The sentiment is neutral
6309,2707,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,negative,2,0,what is the sentiment of outdoor seating,The sentiment is negative
6310,2708,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,neutral,1,0,what is the sentiment of wine,The sentiment is neutral
6311,2709,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,negative,2,0,what is the sentiment of wine,The sentiment is negative
6312,2710,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",ambience,neutral,1,0,what is the sentiment of ambience,The sentiment is neutral
6313,2711,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",ambience,negative,2,0,what is the sentiment of ambience,The sentiment is negative
6314,2712,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,neutral,1,0,what is the sentiment of wine,The sentiment is neutral
6315,2713,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,negative,2,0,what is the sentiment of wine,The sentiment is negative
6316,2714,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,positive,0,0,what is the sentiment of sake,The sentiment is positive
6317,2715,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,negative,2,0,what is the sentiment of sake,The sentiment is negative
6318,2716,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",dumplings,neutral,1,0,what is the sentiment of dumplings,The sentiment is neutral
6319,2717,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",dumplings,negative,2,0,what is the sentiment of dumplings,The sentiment is negative
6320,2718,"Always a nice crowd, but never loud.",crowd,neutral,1,0,what is the sentiment of crowd,The sentiment is neutral
6321,2719,"Always a nice crowd, but never loud.",crowd,negative,2,0,what is the sentiment of crowd,The sentiment is negative
6322,2720,"My turkey burger was not cooked at all, my friends salmon was completely raw.",turkey burger,positive,0,0,what is the sentiment of turkey burger,The sentiment is positive
6323,2721,"My turkey burger was not cooked at all, my friends salmon was completely raw.",turkey burger,neutral,1,0,what is the sentiment of turkey burger,The sentiment is neutral
6324,2722,"My turkey burger was not cooked at all, my friends salmon was completely raw.",salmon,positive,0,0,what is the sentiment of salmon,The sentiment is positive
6325,2723,"My turkey burger was not cooked at all, my friends salmon was completely raw.",salmon,neutral,1,0,what is the sentiment of salmon,The sentiment is neutral
6326,2724,Decor is minimalist and clean - nothing to distract or commend.,Decor,positive,0,0,what is the sentiment of Decor,The sentiment is positive
6327,2725,Decor is minimalist and clean - nothing to distract or commend.,Decor,negative,2,0,what is the sentiment of Decor,The sentiment is negative
6328,2726,"His drinks are very inventive, delicious and classy.",drinks,neutral,1,0,what is the sentiment of drinks,The sentiment is neutral
6329,2727,"His drinks are very inventive, delicious and classy.",drinks,negative,2,0,what is the sentiment of drinks,The sentiment is negative
6330,2728,"Great food, great prices, great service.",food,neutral,1,0,what is the sentiment of food,The sentiment is neutral
6331,2729,"Great food, great prices, great service.",food,negative,2,0,what is the sentiment of food,The sentiment is negative
6332,2730,"Great food, great prices, great service.",prices,neutral,1,0,what is the sentiment of prices,The sentiment is neutral
6333,2731,"Great food, great prices, great service.",prices,negative,2,0,what is the sentiment of prices,The sentiment is negative
6334,2732,"Great food, great prices, great service.",service,neutral,1,0,what is the sentiment of service,The sentiment is neutral
6335,2733,"Great food, great prices, great service.",service,negative,2,0,what is the sentiment of service,The sentiment is negative
6336,2734,This isn't your corner Chinese food takeout.,Chinese food,positive,0,0,what is the sentiment of Chinese food,The sentiment is positive
6337,2735,This isn't your corner Chinese food takeout.,Chinese food,negative,2,0,what is the sentiment of Chinese food,The sentiment is negative
6338,2736,Awsome Pizza especially the Margheritta slice.,Pizza,neutral,1,0,what is the sentiment of Pizza,The sentiment is neutral
6339,2737,Awsome Pizza especially the Margheritta slice.,Pizza,negative,2,0,what is the sentiment of Pizza,The sentiment is negative
6340,2738,Awsome Pizza especially the Margheritta slice.,Margheritta,neutral,1,0,what is the sentiment of Margheritta,The sentiment is neutral
6341,2739,Awsome Pizza especially the Margheritta slice.,Margheritta,negative,2,0,what is the sentiment of Margheritta,The sentiment is negative
6342,2740,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",place,neutral,1,0,what is the sentiment of place,The sentiment is neutral
6343,2741,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",place,negative,2,0,what is the sentiment of place,The sentiment is negative
6344,2742,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",Thai food,neutral,1,0,what is the sentiment of Thai food,The sentiment is neutral
6345,2743,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",Thai food,negative,2,0,what is the sentiment of Thai food,The sentiment is negative
6346,2744,"Try ordering from the regular menu, then you would not regret!",menu,neutral,1,0,what is the sentiment of menu,The sentiment is neutral
6347,2745,"Try ordering from the regular menu, then you would not regret!",menu,negative,2,0,what is the sentiment of menu,The sentiment is negative
6348,2746,"Told us to sit anywhere, and when we sat he said the table was reserved.",table,positive,0,0,what is the sentiment of table,The sentiment is positive
6349,2747,"Told us to sit anywhere, and when we sat he said the table was reserved.",table,neutral,1,0,what is the sentiment of table,The sentiment is neutral
6350,2748,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,positive,0,0,what is the sentiment of eel,The sentiment is positive
6351,2749,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,negative,2,0,what is the sentiment of eel,The sentiment is negative
6352,2750,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",lox,neutral,1,0,what is the sentiment of lox,The sentiment is neutral
6353,2751,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",lox,negative,2,0,what is the sentiment of lox,The sentiment is negative
6354,2752,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",mussels,neutral,1,0,what is the sentiment of mussels,The sentiment is neutral
6355,2753,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",mussels,negative,2,0,what is the sentiment of mussels,The sentiment is negative
6356,2754,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",cod,positive,0,0,what is the sentiment of cod,The sentiment is positive
6357,2755,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",cod,negative,2,0,what is the sentiment of cod,The sentiment is negative
6358,2756,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,positive,0,0,what is the sentiment of trout,The sentiment is positive
6359,2757,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,negative,2,0,what is the sentiment of trout,The sentiment is negative
6360,2758,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,positive,0,0,what is the sentiment of dinner,The sentiment is positive
6361,2759,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,negative,2,0,what is the sentiment of dinner,The sentiment is negative
6362,2760,"The crispy chicken wasn't for us, though.",crispy chicken,positive,0,0,what is the sentiment of crispy chicken,The sentiment is positive
6363,2761,"The crispy chicken wasn't for us, though.",crispy chicken,neutral,1,0,what is the sentiment of crispy chicken,The sentiment is neutral
6364,2762,Food is great.,Food,neutral,1,0,what is the sentiment of Food,The sentiment is neutral
6365,2763,Food is great.,Food,negative,2,0,what is the sentiment of Food,The sentiment is negative
6366,2764,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meatballs,neutral,1,0,what is the sentiment of meatballs,The sentiment is neutral
6367,2765,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meatballs,negative,2,0,what is the sentiment of meatballs,The sentiment is negative
6368,2766,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,caprese salad,neutral,1,0,what is the sentiment of caprese salad,The sentiment is neutral
6369,2767,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,caprese salad,negative,2,0,what is the sentiment of caprese salad,The sentiment is negative
6370,2768,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,beans on toast,neutral,1,0,what is the sentiment of beans on toast,The sentiment is neutral
6371,2769,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,beans on toast,negative,2,0,what is the sentiment of beans on toast,The sentiment is negative
6372,2770,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,positive,0,0,what is the sentiment of meal,The sentiment is positive
6373,2771,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,negative,2,0,what is the sentiment of meal,The sentiment is negative
6374,2772,This place is incredibly tiny.,place,positive,0,0,what is the sentiment of place,The sentiment is positive
6375,2773,This place is incredibly tiny.,place,neutral,1,0,what is the sentiment of place,The sentiment is neutral
6376,2774,"I didn't complain, I liked the atmosphere so much.",atmosphere,neutral,1,0,what is the sentiment of atmosphere,The sentiment is neutral
6377,2775,"I didn't complain, I liked the atmosphere so much.",atmosphere,negative,2,0,what is the sentiment of atmosphere,The sentiment is negative
6378,2776,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,positive,0,0,what is the sentiment of diners,The sentiment is positive
6379,2777,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,negative,2,0,what is the sentiment of diners,The sentiment is negative
6380,2778,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,reservations,positive,0,0,what is the sentiment of reservations,The sentiment is positive
6381,2779,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,reservations,neutral,1,0,what is the sentiment of reservations,The sentiment is neutral
6382,2780,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,tables,positive,0,0,what is the sentiment of tables,The sentiment is positive
6383,2781,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,tables,neutral,1,0,what is the sentiment of tables,The sentiment is neutral
6384,2782,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,positive,0,0,what is the sentiment of lobby,The sentiment is positive
6385,2783,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,negative,2,0,what is the sentiment of lobby,The sentiment is negative
6386,2784,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,positive,0,0,what is the sentiment of waiting,The sentiment is positive
6387,2785,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,neutral,1,0,what is the sentiment of waiting,The sentiment is neutral
6388,2786,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",wine,neutral,1,0,what is the sentiment of wine,The sentiment is neutral
6389,2787,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",wine,negative,2,0,what is the sentiment of wine,The sentiment is negative
6390,2788,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",tapas,neutral,1,0,what is the sentiment of tapas,The sentiment is neutral
